geno	Omi32_e_2_1	Omi32_e_2_2	Omi32_e_2_3	Omi32_e_2_4	Omi32_e_3_1	Omi32_e_3_2	Omi32_e_3_3	Omi32_e_3_4	Omi32_e_4_1	Omi32_e_4_2	Omi32_e_4_3	Omi32_e_4_4	Omi32_e_5_1	Omi32_e_5_2	Omi32_e_5_3	Omi32_e_5_4	Omi32_e_6_1	Omi32_e_6_2	Omi32_e_6_3	Omi32_e_6_4	Omi32_e_7_1	Omi32_e_7_2	Omi32_e_7_3	Omi32_e_7_4	Omi32_e_8_1	Omi32_e_8_2	Omi32_e_8_3	Omi32_e_8_4	Omi32_e_F_1	Omi32_e_F_2	Omi32_e_F_3	Omi32_e_F_4	Omi32_e_F_5	Omi32_e_F_6	Omi32_e_F_7	Omi32_e_F_8	Omi32_f_2_1	Omi32_f_2_2	Omi32_f_2_3	Omi32_f_2_4	Omi32_f_3_1	Omi32_f_3_2	Omi32_f_3_3	Omi32_f_3_4	Omi32_f_4_1	Omi32_f_4_2	Omi32_f_4_3	Omi32_f_4_4	Omi32_f_5_1	Omi32_f_5_2	Omi32_f_5_3	Omi32_f_5_4	Omi32_f_6_1	Omi32_f_6_2	Omi32_f_6_3	Omi32_f_6_4	Omi32_f_7_1	Omi32_f_7_2	Omi32_f_7_3	Omi32_f_7_4	Omi32_f_8_1	Omi32_f_8_2	Omi32_f_8_3	Omi32_f_8_4	Omi32_f_F_1	Omi32_f_F_2	Omi32_f_F_3	Omi32_f_F_4	Omi32_f_F_5	Omi32_f_F_6	Omi32_f_F_7	Omi32_f_F_8
0000001001010	0	336	329	160	0	0	114	0	0	432	320	0	0	264	0	2	493	0	6	0	1	404	0	0	611	166	0	0	0	0	0	117	0	422	470	0	0	130	1223	2	0	0	322	6	0	351	1132	0	0	2	0	3	679	47	1	0	685	0	5	0	717	1	0	0	0	0	62	0	1	177	447	0
0000001001011	1	470	1337	605	0	321	548	234	9	1516	937	0	297	1385	1077	167	890	761	2	2	1330	690	1	0	2100	306	3	0	1	0	2	61	153	906	525	1	0	0	2120	256	0	1	2090	0	0	907	411	336	2916	606	511	2	1350	1	0	0	1211	0	281	0	3147	90	0	0	0	0	41	30	1	322	2392	34
0000001001100	0	174	824	7	0	2	240	0	2	361	812	2	0	166	816	2	1102	871	0	0	353	269	0	0	1531	736	0	0	0	0	1	0	50	508	373	0	0	73	920	243	0	1	892	6	0	900	1391	1	717	830	195	2	1793	0	0	0	1829	0	0	0	514	1	177	0	0	0	0	41	79	136	949	0
0000001001101	0	949	1068	1698	0	277	1826	236	3	2391	615	248	913	809	2036	133	1580	3	2	0	1597	228	615	0	2461	114	4	0	161	0	36	1	700	2940	850	0	0	224	2673	594	0	689	2667	152	0	389	1272	1	995	1643	16	3	1528	1	197	0	3732	0	1	0	3304	0	482	0	0	0	29	60	38	783	2239	16
0000001001110	1	955	3363	1583	0	735	2111	251	0	1366	1615	1	7	1212	1013	6	1584	458	1	1125	1701	590	0	0	3587	691	1	0	0	1	0	0	711	2903	1568	1	0	340	3736	1017	1	2	3524	1	1	346	2618	412	749	1712	667	3	3276	114	1	0	3567	492	3	0	3318	0	267	0	0	0	102	0	45	1129	3481	42
0000001001111	2	456	1020	1898	1	577	959	361	9	420	2956	0	1	647	2356	484	875	3	30	1	1985	540	97	0	1411	627	0	0	0	0	0	209	0	692	302	0	0	3	2162	1587	423	2	2428	188	0	241	1341	363	0	1850	242	0	1339	331	3	0	3087	2	0	0	2378	117	0	0	1	0	10	1	131	643	2216	1
0000001010000	0	0	0	1	0	375	597	0	2	1746	0	0	2	0	5	491	332	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	175	0	0	0	0	276	0	0	50	5	1	0	0	157	0	0	0	20	1	0	0	0	0	0	1	0	0	267	0	0	0	0	0	38	0	0	28	185	71
0000001010001	2	3043	3845	1350	4	3072	1165	774	100	1441	1532	2	817	3749	1050	1252	4658	912	697	22	2198	937	754	0	5829	994	23	0	8	1	182	519	605	3630	2259	7	0	1224	6490	1218	1	2315	3745	146	0	5153	2721	353	4910	1153	576	5	6594	1039	3	0	11194	192	6	0	7421	410	1383	0	0	0	232	1	207	1274	6428	427
0000001010010	2	1203	1753	703	1	1169	1846	362	29	2887	2521	405	11	2007	1257	1159	1125	312	289	6	1886	1231	367	0	3152	398	496	0	1	212	4	0	216	1754	1743	357	1	114	4474	220	0	1127	2767	340	0	2470	2481	598	5700	27	623	4	4597	2	1	5	5123	552	12	0	4757	0	0	0	0	1	151	0	115	553	3835	328
0000001010011	0	1154	1446	293	0	781	535	403	11	1008	931	2	5	1894	1054	86	426	444	4	3	1134	694	739	1	2595	107	2	1	4	0	3	44	363	2470	542	237	0	88	768	146	0	555	1669	2	0	560	1269	1	0	0	31	0	920	474	0	0	1564	338	0	1	1377	0	73	1	7	0	18	2	214	512	1697	0
0000001010100	2	2052	3994	1276	0	1349	3113	568	18	1294	2553	1192	203	3894	2576	960	3090	2016	113	6	2124	1540	153	0	3329	3	2	0	120	369	2	1	716	3982	1651	0	0	317	4990	817	0	211	6966	936	0	1913	3951	821	1282	3522	463	8	5125	69	437	2	5424	306	11	0	5535	111	1	0	1	0	30	0	150	1560	5903	170
0000001010101	0	138	498	316	0	357	608	192	1	0	742	0	1	591	248	1	463	0	0	1	488	1	0	0	1358	0	1	0	0	149	0	0	0	817	36	2	0	0	727	44	0	0	2315	157	0	796	276	0	0	1	24	1	109	375	0	0	1313	0	0	0	882	232	131	0	0	0	47	1	0	153	845	0
0000001010110	0	2	1188	1136	0	752	470	47	9	1973	184	319	1	2091	1878	10	1014	385	0	2	914	265	220	0	620	1	4	0	215	0	1	0	159	1103	175	0	1	215	1968	598	1	0	786	449	0	1085	1346	155	0	1120	37	1	1569	1	0	0	3387	105	2	0	2161	0	0	0	0	0	0	0	50	350	1443	0
0000001010111	0	783	3048	849	0	266	257	98	4	534	367	664	1	474	1016	2	901	1957	2	0	235	1	465	0	3720	346	1	0	2	1	1	0	292	1039	1097	1	0	1	2664	909	0	2	2409	384	0	936	1885	821	1	607	409	0	536	5	1	0	4182	1	345	0	3494	362	274	0	0	0	37	0	0	503	2496	49
0000001011000	1	93	315	5	0	2	117	0	1	693	81	0	4	623	729	4	498	389	0	0	619	89	0	0	234	0	777	0	1	0	0	0	0	157	118	0	0	609	1057	315	0	669	251	0	0	1506	339	0	560	0	1	2	766	1	2	0	2023	0	2	0	1219	228	0	0	0	0	0	1	100	281	818	0
0000001011001	4	3666	2822	757	0	1874	1639	602	50	2349	1341	290	426	1974	698	250	2497	2140	227	11	1208	1876	6	0	3304	570	13	0	2	0	0	1	418	2022	1198	204	2	1402	3134	629	1	2208	1954	7	0	3531	818	470	3364	1129	623	5	2864	192	4	1	4087	491	789	0	5130	212	579	0	0	1	31	0	208	1040	4905	99
0000001011010	0	384	776	146	0	755	245	352	27	1377	1	1	7	1	15	14	1410	164	1	2	212	86	230	0	1711	140	0	0	1	1	0	0	224	1700	496	1	0	320	1291	0	0	651	1711	153	0	853	600	0	1344	4	24	1	412	1	0	0	1781	2	18	0	1067	0	0	0	0	0	16	1	0	451	1132	0
0000001011011	0	1940	372	233	1	1643	1787	335	24	1659	1138	855	468	2323	2747	39	1434	357	719	1	1425	1238	4	0	1677	124	6	0	2	181	89	47	681	1894	1011	0	0	130	3229	874	0	1032	4181	102	0	2963	1074	1	3121	1713	353	0	3188	6	5	0	3393	0	5	0	4811	237	0	0	43	0	124	98	28	500	2142	143
0000001011100	2	3140	1714	441	1	2025	2569	397	10	3293	2221	5	731	2892	1617	8	3648	1550	180	223	3282	1663	2	0	5494	1523	2	0	4	0	154	114	618	3165	2414	496	1	376	4252	291	0	1609	4385	293	0	4175	3110	170	3162	2403	829	4	4529	5	1	1	8022	916	1	0	6014	413	149	0	0	0	196	180	107	1495	3800	52
0000001011101	1	4	1705	230	0	257	327	0	9	427	593	2	9	1304	743	414	1032	5	1	0	185	159	0	0	2044	191	2	0	0	1	129	0	143	486	343	0	0	286	1584	330	0	508	2568	156	0	601	983	1	236	3	9	0	1315	0	0	0	1464	4	1	0	1363	114	0	0	1	0	0	1	136	427	1606	0
0000001011110	0	0	930	0	0	432	349	408	2	307	490	0	1	1	686	0	0	1	320	0	1065	0	1	0	1282	154	0	0	1	0	0	0	196	289	0	0	0	3	563	447	0	0	1972	4	0	194	212	0	0	0	356	0	675	1	0	1	1177	0	2	0	723	0	0	0	0	0	30	0	0	278	789	134
0000001011111	0	859	1860	2524	0	356	1946	2	1	1035	1298	1350	1067	238	1228	404	1548	638	1	0	1223	363	1	0	3355	498	0	0	0	1	0	2	93	2187	822	0	0	3	1558	453	3	378	2778	64	0	664	1576	645	868	3244	341	5	2662	2	288	0	3563	0	4	0	3307	0	132	0	0	0	19	58	38	650	2529	144
0000001100000	0	0	2	0	0	0	2	303	0	550	427	0	0	619	274	0	0	214	0	0	0	174	174	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	146	119	0	245	866	2	0	1	366	0	1070	475	2	1	295	0	0	0	696	0	0	0	581	0	268	0	0	0	0	0	0	37	292	14
0000001100001	0	2700	2660	371	1	2070	2160	453	30	3171	2195	8	720	1307	1748	640	1683	1038	159	188	2461	1371	5	0	3278	765	677	0	396	0	160	40	607	2808	2130	1	0	857	6400	266	0	2039	2924	6	0	3320	1870	4	5960	562	875	5	4750	437	2	2	5609	484	590	0	6149	527	664	0	1	0	204	108	134	1070	4587	121
0000001100010	1	1130	279	294	0	606	931	237	14	1613	219	0	299	640	805	320	1276	1413	0	2	283	609	1	0	2042	664	6	0	2	0	1	54	72	1759	574	0	0	263	2619	0	0	1173	2295	161	0	3833	724	2	500	398	34	1	2310	2	1	0	1684	175	7	0	2344	339	112	0	0	0	45	0	47	421	2254	86
0000001100011	0	202	575	301	0	26	261	1	2	934	302	0	528	1248	183	579	450	6	0	4	760	791	372	0	1031	110	2	0	1	0	2	1	64	371	213	0	1	104	1012	0	0	122	1308	0	0	2	624	1	2357	554	372	0	1309	1223	1	0	914	0	3	0	998	0	0	0	0	0	34	63	73	119	973	25
0000001100100	3	400	1889	800	0	2	1032	500	470	1375	1763	276	2	1254	790	311	1308	5	553	0	898	618	357	0	1561	316	0	0	108	0	4	0	617	1685	963	3	0	167	2949	532	202	117	2880	19	0	901	976	580	1609	2	2	2	1369	521	2	0	4147	542	0	0	3098	76	230	0	0	0	0	0	146	758	2258	0
0000001100101	2	394	3273	1014	1	979	1956	898	8	1589	1019	360	8	2530	3168	4	703	137	190	0	2556	203	458	0	3637	466	3	0	1	0	173	236	411	2581	758	0	0	212	3078	1025	0	967	4310	106	0	1885	2588	498	1536	1400	58	1	3007	1091	0	3	3659	355	0	0	3367	0	1	0	1	0	38	71	75	620	3417	47
0000001100110	1	1513	2286	2028	1	503	2920	574	7	1558	2696	1473	8	3449	2733	701	3016	2380	448	369	1562	1732	2	0	4896	615	0	0	4	2	2	1	393	3889	1175	1	1	200	5833	1808	0	83	5264	893	0	1693	4416	670	1569	2395	1447	8	4929	640	1	0	9693	516	6	0	5062	294	2	0	0	0	253	0	14	1227	4228	43
0000001100111	0	1073	2005	4684	0	1040	2282	935	9	909	3117	754	11	1770	2560	428	1677	3129	226	1	1655	1968	0	0	4924	606	0	0	2	0	4	0	94	1942	1276	1	1	177	4031	1330	1	383	5669	677	0	1383	3924	609	1714	153	405	4	3374	3	3	0	3217	816	160	0	5461	201	97	0	1	0	210	0	291	1504	3638	65
0000001101000	3	655	3147	602	0	1214	1797	4	51	1610	2007	5	1424	1818	1833	254	2873	1171	144	7	2440	1521	4	0	4861	1046	24	0	4	1	1	0	739	2489	968	1	0	920	5055	401	0	2469	2485	153	0	2767	2746	162	2990	582	245	4	3307	1	3	0	6280	416	351	0	4386	399	73	0	1	0	36	107	113	1065	3405	207
0000001101001	4	1737	427	821	0	1032	1110	584	494	1318	753	985	79	3682	965	500	2424	392	502	11	1566	862	1	0	5262	916	697	0	2	81	1	3	254	2329	859	78	0	1275	1629	585	0	2002	4888	8	0	2486	1425	238	1846	4	54	368	3130	981	9	1	4462	592	0	0	5259	90	1	0	0	0	150	0	247	965	3692	111
0000001101010	1	624	403	28	0	5	704	599	17	761	318	582	398	1497	562	11	1360	7	0	2	2718	708	0	0	943	392	5	0	2	0	0	0	183	856	366	2	0	264	866	112	0	378	1094	159	0	581	148	3	941	782	0	720	3404	1	0	0	669	0	0	0	2436	0	0	0	0	0	29	0	0	267	1715	117
0000001101011	308	262	250	663	0	516	765	1	27	1437	722	349	14	192	746	10	524	388	250	3	1057	1460	2	0	1041	188	788	0	1	1	2	0	14	1514	790	1	0	288	1785	350	1	700	894	86	0	839	562	545	2084	3	887	4	953	5	3	1	4430	226	10	0	2503	1	0	0	0	1	84	117	1	743	2456	19
0000001101100	1	1	484	638	0	507	297	222	1	5	315	0	1	330	5	1	1698	4	2	0	109	0	0	0	541	0	1	0	1	99	216	224	212	1116	139	15	0	0	635	1	0	2	2088	8	0	165	588	161	1546	1	32	1	295	664	0	0	1273	218	5	0	508	133	0	0	0	0	0	0	5	113	920	39
0000001101101	0	1	845	253	0	5	621	225	6	3	894	2	567	584	10	2	460	5	578	0	1762	2	1	0	1213	162	1	0	0	0	2	0	105	425	236	0	0	168	1998	672	0	190	810	313	0	1	1107	1	1375	586	0	0	1909	1	3	0	903	73	0	0	1661	3	0	0	0	0	9	113	129	378	1768	35
0000001101110	0	2	987	624	1	1142	2229	710	5	63	1326	400	0	2924	888	143	2482	1702	623	2	1611	1548	1	0	5345	332	0	0	1	160	4	0	403	1867	674	1	1	3	3810	1396	1	3	5164	385	1	727	2114	626	726	4131	464	2	3157	2	0	1	3052	0	2	0	4900	244	449	0	0	0	111	0	1	481	4011	166
0000001101111	0	0	997	13	0	807	1324	1110	3	134	29	328	1	0	1675	244	697	739	2	2	1345	723	698	0	1181	8	0	0	1	0	0	0	355	860	750	0	0	1	1142	900	0	2	1242	455	0	0	858	0	550	1	332	3	691	2	0	0	3588	380	7	0	2308	1	0	0	0	0	84	4	0	183	2241	69
0000001110000	364	589	582	405	0	4	135	498	4	660	0	0	2	461	26	10	367	551	2	1	1599	464	0	0	985	1	4	0	1	0	0	123	132	903	302	0	0	342	1022	0	0	620	873	1	113	1097	145	191	699	0	4	1	0	532	0	0	1768	0	0	0	880	89	0	0	0	0	94	0	0	213	850	22
0000001110001	1	1176	1025	1260	1	1403	2381	101	54	1819	1794	0	382	1438	1453	966	1837	2256	12	14	2322	233	120	0	4560	187	12	0	8	0	0	0	654	3741	857	218	0	489	2692	40	0	3793	1726	11	0	2720	1758	3	3349	917	707	3	2480	988	3	1	5470	1	575	0	4410	70	4	0	112	0	107	132	227	825	4070	170
0000001110010	0	0	449	14	0	870	325	3	2	0	157	0	1	1	519	6	279	419	811	0	712	647	1	0	277	62	0	0	1	0	0	0	156	247	313	39	0	226	775	180	0	0	1	2	0	266	145	1	1	0	365	0	219	461	0	0	943	190	2	0	1354	671	0	0	0	0	0	118	0	213	494	0
0000001110011	0	547	1943	15	0	0	364	174	5	917	1	0	2	1035	228	361	972	380	0	0	3	702	0	0	441	252	3	0	1	0	0	131	97	1177	294	0	0	113	1688	171	0	1085	1466	0	0	122	303	0	1616	0	1	0	900	0	4	0	1243	1	0	0	1915	0	0	0	0	1	0	2	92	223	852	0
0000001110100	2	1994	7086	3543	0	3227	4218	1594	19	5198	4112	454	416	3077	4630	1728	3656	1933	214	5	4980	2408	4	0	7020	2224	863	0	3	318	275	0	1351	7233	3957	440	0	168	8697	1397	1	1341	9386	602	0	5307	5311	1307	4305	2738	1225	637	9458	857	6	0	11443	633	15	0	12052	686	615	0	2	0	235	203	281	1325	8787	507
0000001110101	0	749	1453	739	2	936	935	178	4	847	530	268	3	1169	687	8	790	6	0	5	734	486	1	0	2214	423	346	0	242	1	1	0	72	2153	461	129	0	200	2736	388	0	778	1936	2	0	526	1246	3	470	167	401	1	841	0	0	0	2080	666	2	0	1430	55	151	0	0	0	78	0	146	808	2085	0
0000001110110	0	778	409	13	1	81	1175	369	3	1201	756	82	414	995	443	204	1995	683	599	1	1356	216	1	0	1549	0	4	0	1	0	276	0	282	609	166	0	0	159	1499	147	2	0	2874	105	0	1297	1683	1	0	1177	212	3	1310	557	1	0	2461	635	0	0	2310	73	0	0	0	0	3	124	1	91	1676	10
0000001110111	0	893	1603	694	2	434	146	3	4	1543	459	0	160	1	1066	355	832	1124	5	0	671	932	0	0	2279	300	2	0	0	0	1	1	407	422	742	0	0	1	1424	675	0	309	1619	4	0	1040	1261	3	0	1011	128	4	3008	454	0	0	1613	0	0	0	2687	345	0	0	0	0	80	17	2	514	2042	3
0000001111000	2	863	1398	30	0	805	151	4	8	773	812	550	6	713	1196	645	344	4	2	3	742	798	0	0	1365	1	2	0	0	68	3	0	74	598	688	0	0	602	2375	99	1	3578	196	4	0	2834	368	324	2026	2	50	0	736	0	0	0	1655	5	5	0	1490	2	0	0	0	0	64	1	0	37	1352	114
0000001111001	5	1806	982	320	3	1796	886	261	10	1149	1140	1	189	150	1832	30	1561	519	2	1	1722	599	20	0	3660	250	10	0	0	0	0	0	193	934	1047	0	0	322	1177	48	0	2122	1356	7	1	3071	707	0	410	331	344	1	351	1168	5	0	1616	338	605	0	2043	185	0	0	0	0	63	79	9	484	1767	107
0000001111010	0	451	594	208	0	1793	1207	3	22	2529	425	455	249	855	1340	73	936	1175	287	8	266	572	746	0	2032	952	5	0	1	0	0	0	77	1476	642	0	0	936	2839	0	0	553	3052	4	0	2984	1127	2	2692	368	116	1	1182	977	1	1	2346	501	0	0	3399	117	135	0	1	0	31	0	77	321	2345	82
0000001111011	2	189	1169	287	0	214	178	206	8	337	599	0	8	369	334	358	4	254	2	5	322	1	0	0	584	260	1	0	0	0	0	2	408	252	262	0	0	143	907	187	0	1036	538	83	0	382	475	1	404	155	123	2	904	488	1	0	718	250	1	0	1253	0	1	0	0	0	0	87	0	71	1125	96
0000001111100	4	4085	6138	1275	1	985	2074	1998	48	4415	3257	468	1190	1901	4061	223	2146	2634	1240	7	3014	2052	0	0	9631	678	759	0	4	0	2	324	903	6014	3111	2	0	989	9372	457	0	2243	5965	12	1	6250	5170	1	7403	2022	617	6	5412	922	3	1	10552	242	15	0	10195	394	694	0	0	0	155	0	58	1708	6911	196
0000001111101	1	1875	1257	1111	0	1194	496	445	9	858	943	2	5	1133	228	48	1131	389	0	1	1480	460	118	0	2627	830	1	0	0	0	1	0	56	1509	1227	0	0	2	2730	275	0	440	3019	103	0	490	1707	0	1691	1252	77	2	1054	191	0	0	2787	166	0	0	4054	0	0	0	0	0	43	17	51	456	2772	269
0000001111110	0	817	4946	1456	1	3065	4124	708	458	2372	3904	1	12	3674	4276	740	3309	1675	972	5	3948	3978	369	0	7509	290	803	0	202	1	28	343	472	5713	2066	320	1	4	7147	1103	2	1259	6583	338	0	2204	4030	480	3256	2725	1394	331	6456	2556	5	2	10819	1039	377	0	8372	325	0	0	0	2	153	111	27	1221	6183	207
0000001111111	0	243	138	385	0	173	339	357	10	39	221	0	9	576	4	182	321	6	0	1	1085	285	2	0	435	170	609	0	163	0	1	0	198	1558	616	89	0	0	1793	153	0	546	1427	2	0	2	395	2	189	0	254	1	1068	0	1	0	2085	0	0	0	2033	157	0	0	0	0	0	1	25	258	980	0
0000010000000	2	2431	602	755	1	2811	1533	328	33	2885	1097	2	267	2012	1446	1415	1770	32	4	11	929	1147	7	0	2473	822	350	0	1	0	2	2	670	2018	621	1	0	2484	1252	99	0	2820	792	7	0	2231	902	4	2287	709	168	0	3826	3	7	0	4762	662	5	0	2686	797	2	0	0	0	44	3	40	2120	2936	80
0000010000001	469	7632	4850	1761	3	10781	3689	391	130	8961	3426	1527	1654	6140	1535	326	7468	2588	758	26	4630	2672	15	0	10071	1096	1280	0	10	3	6	151	2606	7086	2891	0	1	4497	8276	823	0	8704	5372	26	77	12299	1698	770	4987	1928	1234	7	9541	284	14	2	12550	1055	829	0	12720	648	430	0	1	3	227	70	151	3164	9791	274
0000010000010	1	2714	636	9	0	64	470	0	2	738	311	1	228	0	7	1	342	6	0	0	159	526	0	0	1181	1	1	0	0	0	0	0	0	581	1	0	0	204	1039	0	0	924	379	2	0	1790	24	2	359	1	2	0	2016	1	5	1	2572	179	2	0	1510	0	0	0	0	0	0	2	0	561	497	0
0000010000011	0	4628	2660	578	0	1060	1397	540	13	2685	1271	8	876	479	312	13	1915	1265	4	3	2477	971	2	0	2644	220	8	0	1	0	0	0	886	3523	954	0	0	1538	2621	60	0	2855	1349	12	0	972	1295	3	654	335	293	2	1040	6	5	0	4295	2	470	0	2991	49	1	0	0	0	12	1	1	1425	2568	176
0000010000100	1	1732	2311	1032	0	1415	1080	343	23	2553	1144	2	18	2363	1282	624	2941	2158	3	9	2528	880	1	0	2347	158	8	0	1	0	0	0	292	3272	766	149	0	1451	2855	211	0	2265	1946	15	0	5101	1319	535	1461	2839	74	2	2008	7	2	0	5377	1380	7	0	5999	2	135	0	0	0	127	147	91	1382	4679	115
0000010000101	3	1915	2341	31	1	2098	1157	360	12	2538	391	8	596	2043	403	508	2553	521	0	3	1640	237	3	0	3595	1016	7	0	366	0	2	217	1452	2498	435	2	0	628	2921	550	3	2522	4117	321	0	1958	955	4	703	2516	495	3	4973	0	183	0	3307	0	423	0	5448	607	0	0	0	0	79	0	4	1793	3295	24
0000010000110	1	2475	3636	696	0	945	1514	470	24	2727	1799	429	981	619	229	10	3122	890	323	5	2057	1026	2	0	2785	1	3	0	268	260	344	1	1026	3037	292	1	0	470	4800	158	0	1925	3584	6	1	1955	430	2	1586	1501	490	1	5663	377	2	1	5010	1488	7	0	4228	567	0	0	3	0	47	303	2	1801	2505	86
0000010000111	0	1092	939	1	0	276	506	1	0	2063	692	343	2	2167	407	1	1740	1340	0	0	1078	2	0	0	476	144	0	0	0	1	1	0	380	1651	233	0	0	1	2190	0	0	700	736	6	0	1417	176	0	2196	1856	16	2	549	255	0	0	2047	207	500	0	1285	0	0	0	0	0	30	0	47	538	1308	0
0000010001000	7	2966	549	749	1	1589	590	1	305	2962	572	68	548	1556	1226	53	2012	349	4	16	2526	1547	401	0	3148	292	26	0	8	1	0	47	468	1972	1055	2	1	2378	2406	142	0	2735	1957	84	0	3242	1037	0	1641	2466	419	5	3615	919	4	1	6315	636	11	0	4185	68	2	0	0	0	52	1	6	1175	3787	18
0000010001001	0	0	181	313	0	1356	37	0	18	702	0	0	352	597	207	512	354	9	0	3	1046	282	4	0	546	0	4	0	2	0	0	0	160	475	121	0	0	1556	316	0	1	702	938	2	0	1683	146	0	254	2	63	1	470	2	6	1	1280	0	0	0	1096	0	0	0	0	0	0	0	2	321	799	43
0000010001010	0	3036	1611	253	1	798	347	127	198	2188	1367	2	884	1492	529	176	1462	707	2	6	1792	817	334	0	2309	674	5	0	2	0	0	99	628	1251	1211	1	0	766	2967	2	2	2290	1601	7	0	3161	900	304	631	1605	60	3	5032	2	1	0	2785	0	1	0	2965	542	145	0	0	1	68	0	148	1008	1997	0
0000010001011	0	1260	52	40	1	1408	169	3	31	875	186	2	278	2468	732	301	200	381	3	3	1298	637	5	0	1287	0	1	0	4	1	1	0	925	1594	368	1	0	734	2356	1	0	1431	1171	2	0	434	392	299	2	2	85	0	2194	1	6	0	1748	0	0	0	2704	190	1	0	0	386	0	0	0	1018	1445	0
0000010001100	1	2452	1347	55	0	1561	1273	302	38	4460	1497	3	20	3692	1018	248	2567	239	117	4	1863	1364	2	0	2920	445	4	0	1	0	0	0	416	3799	453	0	1	1297	2336	209	1	1473	1735	5	0	5185	465	0	1707	603	527	1	3931	9	9	1	3038	2	195	0	3153	511	260	0	1	0	63	24	5	1736	2766	0
0000010001101	1	1055	1469	493	0	1783	1317	276	49	2680	1004	1427	19	3919	632	46	2913	1297	10	14	1820	604	6	0	6172	152	15	0	7	0	0	1	1172	3980	1094	0	0	709	4198	3	1	1715	3223	12	0	3734	1102	2	2605	1131	704	0	3659	1005	3	0	4618	1	11	0	4953	1	0	0	2	165	88	67	2	1562	3329	128
0000010001110	0	1859	117	545	0	791	632	4	18	800	1412	0	9	500	12	7	594	185	3	1	1502	132	1	0	2216	2	4	0	0	0	0	108	77	1064	548	0	1	364	1299	0	0	0	1382	1	133	735	259	1	392	575	52	4	1366	2	2	1	2136	2	0	0	2770	126	1	0	0	245	14	1	22	554	1798	0
0000010001111	0	523	686	297	1	448	1	177	0	504	662	2	1	1	177	0	80	0	0	0	329	257	0	0	1200	212	0	0	1	0	1	0	86	391	0	0	0	275	863	122	0	489	958	0	0	711	1	0	352	0	31	1	2	0	0	0	1869	1	1	0	431	93	0	0	0	0	19	90	157	291	1133	0
0000010010000	0	1411	51	265	0	1137	952	232	33	2001	328	1	5	4758	225	20	127	303	5	4	9	319	6	0	1889	1	5	0	0	0	0	0	273	819	241	0	0	1657	1167	0	0	1598	165	5	0	2285	783	1	3201	2	56	1	1230	0	2	1	2534	272	3	0	2591	1	0	0	0	0	9	0	2	507	1274	0
0000010010001	4	1708	142	736	0	2024	851	253	22	1757	1032	2	753	1944	744	26	1381	378	231	6	684	1009	8	0	1891	122	7	0	2	0	3	0	551	2431	896	0	0	2400	976	154	0	2581	875	2	0	3431	525	205	1102	343	303	2	2668	258	6	0	4583	1	0	0	2934	57	0	0	1	0	106	0	11	893	1536	0
0000010010010	6	5727	3332	895	0	5208	2262	1106	115	5503	2890	10	283	5988	3597	1186	3972	2298	28	40	3543	3540	522	0	7523	934	462	0	10	1	0	332	1820	4662	1068	2	1	5495	5926	485	2	8251	3903	19	0	9049	3053	387	7466	3070	739	664	6667	7	16	3	11588	465	1034	0	7337	650	531	0	2	0	90	285	189	2417	6479	103
0000010010011	0	1569	1139	661	0	1654	99	3	19	1401	1197	3	244	1178	107	20	1709	18	71	3	877	220	2	0	1624	506	3	0	62	0	0	99	441	1559	601	0	0	1024	1195	0	0	1493	606	34	0	2069	846	0	3282	784	189	1	3015	2	316	0	2739	1	600	0	1086	305	0	0	0	0	0	0	3	197	1216	0
0000010010100	1	1972	939	164	3	1871	858	2	24	1586	1188	4	269	1438	402	887	1881	12	219	4	2305	825	3	0	1827	241	5	0	226	0	223	63	805	2324	205	3	0	1014	4083	134	0	1620	1498	86	0	1793	959	1	1678	1622	96	3	775	2	370	0	1712	331	5	0	3573	588	0	0	1	0	108	1	97	1380	3541	33
0000010010101	1	1998	968	21	0	682	444	254	8	90	39	0	5	2	370	12	1066	13	79	4	1023	0	299	0	2363	233	0	0	0	0	1	0	292	1700	113	0	0	339	1093	0	0	157	1062	1	0	1700	393	322	441	0	166	2	1566	1	0	0	1457	199	4	0	1992	0	0	0	0	0	56	61	1	946	849	28
0000010010110	4	421	475	15	0	1954	1109	147	5	1230	535	9	6	1072	607	12	1105	13	253	1	1653	1179	0	0	2711	655	402	0	0	126	0	212	290	893	752	138	0	506	2062	331	0	116	2924	198	0	2174	950	0	157	668	382	2	1310	708	1	0	2703	182	0	0	3490	1	0	0	2	0	42	0	0	1049	1958	43
0000010010111	0	1212	243	340	1	161	428	170	2	490	37	1	2	2340	650	327	558	1127	0	2	559	118	926	0	1868	298	1	0	1	249	0	0	243	564	245	0	0	362	2135	1	0	816	1408	258	0	982	865	228	947	630	4	0	674	3	0	1	1227	362	2	0	2631	0	2	0	0	1	19	0	131	421	1503	0
0000010011000	0	2619	355	228	1	1929	1192	204	29	2452	929	4	415	2315	1419	24	2437	212	2	8	2733	1628	1	0	3773	207	11	0	4	0	337	0	816	1730	701	0	0	3403	1383	0	0	3971	276	10	0	3495	1132	2	832	1736	760	4	2597	582	2	1	5223	261	23	0	4682	1	0	0	2	0	147	123	23	2095	2309	57
